DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DP01,DP10,DT32,DX32,DX90,PRCP,TAVG,TMAX,TMIN,ENSO_index,ENSO_lag1
1982-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,0,0,0,5,5.4,22.5,29.0,16.1,0.53,0.45
1982-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,14,57.4,25.2,31.6,18.8,0.37,0.53
1982-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,9,14.6,24.3,30.8,17.7,0.73,0.37
1982-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,0,0,4,54.2,22.8,29.1,16.6,1.49,0.73
1982-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,10,0,0,0,155.0,16.2,20.7,11.6,1.99,1.49
1982-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,5,0,0,0,145.4,12.3,16.9,7.7,1.92,1.99
1982-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,6,2,0,0,109.8,9.2,12.9,5.5,2.2,1.92
1983-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,1,8,0,0,8.6,6.8,11.7,1.9,2.35,2.2
1983-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,10,10,0,0,146.4,5.9,10.4,1.4,1.94,2.35
1983-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,0,0,0,56.0,10.1,14.8,5.3,1.38,1.94
1983-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,46.8,13.1,18.5,7.6,0.95,1.38
1983-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,0,14.6,17.1,23.5,10.6,0.9,0.95
1983-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,84.0,20.6,27.2,14.1,0.54,0.9
1983-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,0,0,13,25.7,25.3,32.4,18.3,-0.11,0.54
1983-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,1,86.4,23.1,28.8,17.4,-0.27,-0.11
1983-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,0,0,0,29.4,20.5,26.7,14.2,-0.52,-0.27
1983-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,0,66.4,15.9,21.4,10.3,-1.16,-0.52
1983-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,57.8,11.2,15.8,6.6,-1.29,-1.16
1983-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,9,4,0,0,87.4,8.4,12.4,4.3,-1.03,-1.29
1984-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,9,0,0,113.1,7.1,11.5,2.7,-0.67,-1.03
1984-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,9,7,0,0,166.5,6.9,11.0,2.7,-0.19,-0.67
1984-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,1,0,0,68.2,8.8,13.4,4.2,-0.52,-0.19
1984-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,0,0,0,58.3,11.7,16.6,6.8,-0.68,-0.52
1984-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,9,0,0,0,106.2,15.7,20.7,10.7,-0.73,-0.68
1984-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,0,0,0,31.5,19.5,25.2,13.8,-0.9,-0.73
1984-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,7,0.0,23.1,30.0,16.3,-0.5,-0.9
1984-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,4,53.8,22.2,28.1,16.3,-0.24,-0.5
1984-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,98.7,19.1,24.4,13.8,-0.34,-0.24
1984-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,7,0,0,0,83.3,16.3,21.1,11.4,-0.67,-0.34
1984-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,0,0,0,189.2,12.3,17.1,7.5,-1.19,-0.67
1984-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,8,4,0,0,57.6,8.6,12.7,4.4,-1.34,-1.19
1985-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,9,13,4,0,128.2,4.1,8.1,0.0,-1.16,-1.34
1985-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,4,7,0,0,23.1,8.1,12.4,3.7,-0.72,-1.16
1985-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,13,3,0,0,127.7,9.6,13.7,5.5,-0.79,-0.72
1985-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,0,20.7,13.5,18.3,8.7,-1.18,-0.79
1985-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,46.8,17.5,22.7,12.2,-1.03,-1.18
1985-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,0,0,0,0,2.1,21.1,26.7,15.5,-0.91,-1.03
1985-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,12,0.0,25.8,32.0,19.5,-0.74,-0.91
1985-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,10,11.0,24.6,30.8,18.4,-0.56,-0.74
1985-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,0,20.7,22.3,28.7,15.9,-0.7,-0.56
1985-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,0,0,0,86.9,16.8,22.5,11.1,-0.49,-0.7
1985-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,18,15,0,0,0,244.2,12.0,15.8,8.2,-0.37,-0.49
1985-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,5,3,0,0,46.8,9.2,13.4,5.0,-0.41,-0.37
1986-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,6,7,0,0,94.4,7.0,11.3,2.7,-0.66,-0.41
1986-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,19,12,7,0,0,168.6,6.3,10.0,2.5,-0.71,-0.66
1986-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,6,0,0,0,57.0,10.4,14.6,6.1,-0.42,-0.71
1986-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,0,0,0,90.3,12.8,17.8,7.9,-0.33,-0.42
1986-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,0,1.5,19.4,25.2,13.6,-0.53,-0.33
1986-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,59.9,20.2,25.4,14.9,-0.31,-0.53
1986-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,3,43.2,23.5,29.0,17.9,-0.11,-0.31
1986-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,9,8.6,24.6,30.7,18.6,0.32,-0.11
1986-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,0,0,0,64.9,20.9,26.7,15.1,0.53,0.32
1986-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,0,0,0,51.6,17.5,22.9,12.1,0.81,0.53
1986-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,6,0,0,0,101.5,11.6,16.4,6.9,1.01,0.81
1986-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,8,0,0,48.5,6.6,11.4,1.9,1.12,1.01
1987-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,11,9,0,0,130.8,7.0,11.2,2.9,1.14,1.12
1987-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,10,3,0,0,144.8,8.3,12.0,4.6,1.13,1.14
1987-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,16,0,0,37.6,6.4,11.9,0.9,0.98,1.13
1987-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,1,1,0,0,18.4,12.6,18.4,6.9,0.58,0.98
1987-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,0,0,0,40.9,14.8,20.3,9.3,0.62,0.58
1987-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,3,32.9,20.5,26.6,14.5,0.92,0.62
1987-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,9,1.9,25.5,31.3,19.7,1.29,0.92
1987-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,11,10.4,24.9,30.8,19.1,1.57,1.29
1987-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,6,9.3,23.9,30.1,17.8,1.65,1.57
1987-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,141.0,18.8,23.3,14.2,1.24,1.65
1987-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,12,0,0,0,145.7,11.8,16.0,7.7,1.07,1.24
1987-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,6,2,0,0,68.5,9.2,13.0,5.5,0.94,1.07
1988-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,7,1,0,0,59.9,9.6,13.7,5.5,0.9,0.94
1988-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,7,7,0,0,55.4,7.9,12.9,3.1,0.28,0.9
1988-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,6,0,0,66.5,9.4,14.5,4.3,0.1,0.28
1988-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,17,10,0,0,0,78.0,13.1,18.1,8.1,-0.44,0.1
1988-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,61.7,18.2,23.3,13.1,-1.25,-0.44
1988-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,1,0,0,40.0,20.9,28.2,0.0,-1.74,-1.25
1988-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,18,0.0,25.8,32.0,19.6,-1.74,-1.74
1988-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,14,14.1,25.2,31.5,19.0,-1.19,-1.74
1988-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,1,0,0,1,11.4,20.3,26.3,14.3,-1.0,-1.19
1988-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,80.1,18.0,23.1,12.9,-1.9,-1.0
1988-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,3,0,0,40.3,9.1,13.8,4.4,-2.05,-1.9
1988-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,4,7,0,0,60.8,7.1,11.5,2.8,-1.96,-2.05
1989-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,8,0,0,20.4,6.3,11.0,1.6,-1.97,-1.96
1989-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,2,0,0,30.7,8.6,13.3,4.0,-1.47,-1.97
1989-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,36.1,12.1,17.5,6.7,-1.21,-1.47
1989-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,11,0,0,0,148.1,13.3,17.6,8.9,-1.08,-1.21
1989-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,0,58.1,16.7,22.0,11.4,-0.88,-1.08
1989-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,2,0,0,0,28.0,20.0,25.3,14.8,-0.59,-0.88
1989-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,6,0,0,5,74.2,24.3,30.0,18.6,-0.57,-0.59
1989-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,0,0,0,13,1.2,25.1,31.1,19.2,-0.53,-0.57
1989-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,9,0,0,0,133.8,20.4,25.3,15.4,-0.3,-0.53
1989-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,0,0,0,23.5,14.7,20.1,9.3,-0.4,-0.3
1989-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,9,1,0,0,90.6,10.8,15.1,6.5,-0.45,-0.4
1989-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,8,0,0,96.5,9.5,13.9,5.2,-0.13,-0.45
1990-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,11,0,0,69.1,7.3,12.1,2.5,0.01,-0.13
1990-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,1,0,0,14.4,10.2,15.7,4.6,0.21,0.01
1990-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,2,0,0,73.9,11.2,16.2,6.1,0.04,0.21
1990-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,10,0,0,0,146.2,12.3,17.0,7.6,0.08,0.04
1990-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,2,0,0,0,25.4,17.9,23.7,12.2,0.08,0.08
1990-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,2,0,0,2,8.4,21.7,27.5,15.9,-0.08,0.08
1990-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,1,0,0,9,60.1,24.9,30.8,19.0,0.09,-0.08
1990-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,3,9.0,24.4,30.2,18.6,0.22,0.09
1990-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,3,0,0,0,66.5,21.0,26.1,15.9,0.22,0.22
1990-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,10,0,0,0,196.8,18.6,22.7,14.4,0.21,0.22
1990-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,0,0,0,97.5,11.5,16.0,7.1,0.1,0.21
1990-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,10,6,0,0,198.9,6.4,10.1,2.6,0.35,0.1
1991-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,0,13,0,0,3.3,7.1,11.9,2.4,0.49,0.35
1991-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,10,0,0,55.1,7.4,11.9,2.9,0.32,0.49
1991-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,33.8,12.4,17.3,7.5,0.03,0.32
1991-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,11,0,0,0,140.6,11.3,16.4,6.2,0.19,0.03
1991-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,10,0,0,0,88.2,13.7,19.1,8.3,0.26,0.19
1991-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,0,18.8,20.6,25.9,15.2,0.52,0.26
1991-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,8,15.5,25.1,31.2,19.1,0.76,0.52
1991-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,13,6.0,25.6,31.7,19.6,0.68,0.76
1991-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,5,0,0,0,57.6,22.2,27.5,17.0,0.42,0.68
1991-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,11,0,0,0,224.4,15.5,20.3,10.7,0.86,0.42
1991-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,11,0,0,0,147.3,11.0,15.2,6.9,1.2,0.86
1991-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,0,16,0,0,1.6,5.0,10.0,-0.1,1.69,1.2
1992-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,3,6,0,0,34.1,7.2,11.8,2.6,1.84,1.69
1992-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,7,0,0,11.4,7.9,13.5,2.3,1.78,1.84
1992-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,6,0,0,0,63.3,10.6,15.4,5.9,1.38,1.78
1992-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,8,0,0,0,122.4,13.2,17.9,8.4,1.2,1.38
1992-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,3,0,0,0,32.0,18.3,24.2,12.3,1.04,1.2
1992-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,8,0,0,0,120.9,20.3,25.3,15.3,0.58,1.04
1992-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,7,47.4,23.6,28.8,18.4,0.22,0.58
1992-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,16,8.6,26.2,32.2,20.3,0.05,0.22
1992-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,2,0,0,0,69.3,21.7,27.7,15.7,-0.06,0.05
1992-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,21,10,0,0,0,170.9,17.5,21.1,13.8,-0.3,-0.06
1992-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,59.6,13.2,17.8,8.7,-0.28,-0.3
1992-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,4,1,0,0,81.9,8.7,12.6,4.8,-0.15,-0.28
1993-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,9,0,0,3.7,6.8,11.8,1.8,0.14,-0.15
1993-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,0,10,0,0,3.1,7.1,13.5,0.8,0.41,0.14
1993-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,5,0,0,45.7,9.5,15.4,3.7,0.39,0.41
1993-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,3,0,0,0,18.7,12.9,18.1,7.7,0.59,0.39
1993-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,6,0,0,0,28.0,18.3,24.4,12.2,0.78,0.59
1993-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,4,1,0,0,3,4.6,22.5,28.4,16.7,0.35,0.78
1993-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,2,0,0,0,6,0.9,23.8,29.8,17.7,0.23,0.35
1993-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,23,0.1,26.3,32.6,20.0,0.13,0.23
1993-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,83.1,21.3,26.6,16.1,0.35,0.13
1993-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,99.0,16.9,21.2,12.5,0.06,0.35
1993-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,11,1,0,0,81.2,10.4,14.0,6.9,0.0,0.06
1993-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,8,3,0,0,79.6,8.7,12.5,4.9,0.16,0.0
1994-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,1,0,0,61.9,8.8,12.5,5.0,0.1,0.16
1994-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,7,2,0,0,67.7,8.3,12.6,4.0,0.06,0.1
1994-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,0,0.1,12.3,17.6,7.0,0.11,0.06
1994-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,8,0,0,0,92.0,12.3,16.6,8.0,0.26,0.11
1994-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,0,33.6,17.8,22.9,12.8,0.31,0.26
1994-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,4,0,0,2,45.4,22.0,26.8,17.3,0.32,0.31
1994-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,5,2,0,0,12,17.1,26.3,31.8,20.8,0.24,0.32
1994-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,0,0,0,0,20,0.1,27.2,32.9,21.5,0.53,0.24
1994-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,6,0,0,1,30.4,22.7,27.7,17.7,0.48,0.53
1994-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,45.1,16.9,21.6,12.3,0.75,0.48
1994-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,0,0,0,71.8,13.4,17.6,9.1,1.11,0.75
1994-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,48.9,9.6,12.9,6.2,1.25,1.11
1995-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,15,0,0,30.7,5.9,10.2,1.5,1.02,1.25
1995-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,2,0,0,60.0,9.5,14.1,4.9,0.73,1.02
1995-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,13,7,1,0,0,63.0,9.4,14.0,4.7,0.46,0.73
1995-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,7,0,0,0,121.8,12.7,17.6,7.7,0.28,0.46
1995-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,4,0,0,0,74.1,16.2,21.1,11.2,-0.11,0.28
1995-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,3,0,0,1,23.7,19.6,25.1,14.1,-0.14,-0.11
1995-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,1,0,0,12,6.0,25.7,31.5,19.9,-0.21,-0.14
1995-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,11,7,0,0,10,103.0,23.9,29.1,18.7,-0.63,-0.21
1995-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,7,0,0,0,47.4,19.9,24.4,15.3,-0.84,-0.63
1995-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,1,1,0,0,0,14.1,17.5,23.5,11.4,-0.88,-0.84
1995-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,2,3,0,0,19.4,11.2,16.2,6.1,-1.1,-0.88
1995-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,16,12,0,0,0,139.3,10.6,14.0,7.1,-0.95,-1.1
1996-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,8,3,0,0,78.6,9.9,13.9,6.0,-0.86,-0.95
1996-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,10,9,7,0,0,89.3,7.4,12.1,2.8,-0.86,-0.86
1996-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,5,4,0,0,42.0,9.1,13.6,4.7,-0.61,-0.86
1996-04-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,4,0,0,0,56.8,13.9,19.0,8.9,-0.47,-0.61
1996-05-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,9,5,0,0,0,56.3,17.9,22.8,13.1,-0.38,-0.47
1996-06-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,7,3,0,0,4,30.5,21.9,27.4,16.4,-0.44,-0.38
1996-07-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,3,0,0,4,37.7,23.7,29.6,17.9,-0.44,-0.44
1996-08-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,6,0,0,1,87.5,23.7,29.3,18.1,-0.22,-0.44
1996-09-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,12,0,0,0,158.5,18.0,23.1,12.9,-0.45,-0.22
1996-10-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,12,10,0,0,0,165.8,15.2,19.9,10.5,-0.44,-0.45
1996-11-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,14,11,0,0,0,179.8,13.1,17.1,9.1,-0.41,-0.44
1996-12-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,15,10,5,0,0,132.3,8.4,12.4,4.3,-0.64,-0.41
1997-01-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,8,5,0,0,0,54.0,8.9,13.0,4.8,-0.53,-0.64
1997-02-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,6,5,2,0,0,50.2,8.6,13.7,3.6,-0.37,-0.53
1997-03-01,IT000016239,"ROMA CIAMPINO, IT",41.7831,12.5831,105.0,3,2,0,0,0,43.4,10.7,16.7,4.6,-0.25,-0.37
